slide_name,slide_id,patient_id,scanner_id,stain,particle_id,tissue_type,cluster_id
4_2_1_PAS,4,2,1,PAS,1a370ff4-69cc-44a3-8bee-f5ef7cf06961,corpus,3
4_2_1_PAS,4,2,1,PAS,4cbcd692-2a2e-4345-96cd-d89626f0c9a7,corpus,2
4_2_1_PAS,4,2,1,PAS,6da02e09-2bc4-47f1-b8fe-ec354f3bd684,corpus,2
4_2_1_PAS,4,2,1,PAS,ca624ea3-200d-42fd-bf27-3205f2e3f0a0,corpus,1
4_2_1_PAS,4,2,1,PAS,34325989-fc4a-4bdf-b64a-1143386a78ab,corpus,1
92_66_1_HE,92,66,1,HE,101deb80-be5d-4b46-b8e7-562f0ed8130c,antrum,1
92_66_1_HE,92,66,1,HE,7010c205-74bc-4048-b29b-352182f1d2d8,antrum,2
92_66_1_HE,92,66,1,HE,9e49bdff-ee8a-4302-a0cc-004889ecafc0,antrum,3
92_66_1_HE,92,66,1,HE,cc2535fa-25d0-40b6-b8b2-33175d2607e0,antrum,4
116_90_1_HE,116,90,1,HE,aaeffb89-e08e-4859-858e-2fac62928b72,antrum,4
116_90_1_HE,116,90,1,HE,481cd7af-802a-4da0-8940-952bb1fe2f2a,antrum,4
116_90_1_HE,116,90,1,HE,c555b2ae-fb4f-480e-a06a-23ffad6fe061,antrum,3
116_90_1_HE,116,90,1,HE,540fc66b-00e2-430c-bc3a-fbd1328b158e,antrum,3
116_90_1_HE,116,90,1,HE,e3ab511c-b9af-4a6e-9c34-53e4426151e5,antrum,2
116_90_1_HE,116,90,1,HE,2929003a-0dfc-4365-91b6-201c11243c17,antrum,2
116_90_1_HE,116,90,1,HE,9e8e4a95-947f-49f3-8e9f-911e8234d153,antrum,1
116_90_1_HE,116,90,1,HE,09e7e705-0b1a-4667-9c17-fc09a78fdfbe,antrum,1
248_222_1_HE,248,222,1,HE,956f4477-e995-4dd2-b3e5-011d102fd932,intermediate,4
248_222_1_HE,248,222,1,HE,689682f3-cb9d-4f57-a263-8ba884f72880,intermediate,4
248_222_1_HE,248,222,1,HE,7d5bdfeb-9041-43c4-9267-15325b7f4c4d,intermediate,3
248_222_1_HE,248,222,1,HE,c15bc496-2d73-43c6-8f1a-be4e27d8d868,intermediate,3
248_222_1_HE,248,222,1,HE,66d9d645-9a5b-461b-a593-640fa5d4addf,intermediate,2
248_222_1_HE,248,222,1,HE,061109d5-654d-4981-90b9-c4a5d1a62ec9,intermediate,2
248_222_1_HE,248,222,1,HE,752fe0eb-9364-42ad-8304-e3ce2c09a6af,intermediate,1
248_222_1_HE,248,222,1,HE,87a02e38-d951-4ab3-9d21-cc9ac617e903,intermediate,1
248_222_1_HE,248,222,1,HE,567edfcf-a392-4847-945e-46a19222758f,corpus,2
248_222_1_HE,248,222,1,HE,dfad340b-6c06-4d9e-b9cb-809b7b842ee5,corpus,2
248_222_1_HE,248,222,1,HE,63eae6bd-86bc-44e3-a7f0-7e8622599a8f,corpus,3
248_222_1_HE,248,222,1,HE,7d2fef1c-33c2-4cfb-a999-d66082f1e212,corpus,3
248_222_1_HE,248,222,1,HE,d5f76780-b3d9-4fac-8e0c-6c660d8f331c,corpus,4
248_222_1_HE,248,222,1,HE,5a904ae1-6f7d-43f7-9ca9-83370106c92a,corpus,4
248_222_1_HE,248,222,1,HE,e2ce2128-f3f5-4c6a-8950-4fc559e2490b,corpus,1
248_222_1_HE,248,222,1,HE,36ffe0e2-cb85-4df0-99af-7bc68a756b7e,corpus,1
248_222_1_HE,248,222,1,HE,8f7a9ce5-f298-4805-a452-8fd4e67d450b,antrum,1
248_222_1_HE,248,222,1,HE,c90ce40b-7cae-47f5-9208-0d6bd4b2e593,antrum,1
248_222_1_HE,248,222,1,HE,84016af6-20ef-46a8-aa1d-eafcb836848e,antrum,2
248_222_1_HE,248,222,1,HE,58f3d6af-c076-40f5-a199-ce620c98d974,antrum,2
248_222_1_HE,248,222,1,HE,0231f004-6f7e-4d5e-a72b-9558740354d7,antrum,3
248_222_1_HE,248,222,1,HE,7af63820-d9da-46cf-b0a7-e7f125befae9,antrum,3
248_222_1_HE,248,222,1,HE,7e7e9597-ab71-4b21-ac09-c339f908c383,antrum,4
248_222_1_HE,248,222,1,HE,90a44759-c403-4e97-909c-31df8549711e,antrum,4
161_135_1_HE,161,135,1,HE,b97a2bce-3f48-46c2-ae40-21bc403c471b,corpus,4
161_135_1_HE,161,135,1,HE,9938f4c2-63bf-4fa2-963c-ae9a0b2c9235,antrum,1
161_135_1_HE,161,135,1,HE,ca4d3ac8-54c9-40b2-baac-384e046e8c9d,corpus,3
161_135_1_HE,161,135,1,HE,f3a69f41-938b-4eb9-8733-0c673ec141bd,antrum,2
161_135_1_HE,161,135,1,HE,85386022-ad2a-42fa-b7bd-7855ef0823e3,corpus,2
161_135_1_HE,161,135,1,HE,585ac97d-b0dc-4809-8abd-dd530679bf7d,corpus,2
161_135_1_HE,161,135,1,HE,81d5700f-8e9b-4c75-852b-383c8330012c,antrum,3
161_135_1_HE,161,135,1,HE,d045a4c0-5931-47aa-9679-c5ac71d4ea7a,corpus,3
161_135_1_HE,161,135,1,HE,d633df7e-8ec1-4d4f-8311-d2d67f7ffa0b,corpus,1
161_135_1_HE,161,135,1,HE,9b0afc51-64a9-44dc-8b9e-a61a1cf8089e,corpus,1
161_135_1_HE,161,135,1,HE,8857a755-3c7f-4bd0-88ad-83ede7c4c105,corpus,4
161_135_1_HE,161,135,1,HE,e927bf8f-680b-46fa-bed4-a1e6d5a06cc4,antrum,4
280_248_2_HE,280,248,2,HE,c6a03988-4a90-4b3d-8a30-817d8590b59c,other,6
280_248_2_HE,280,248,2,HE,8d7fca43-73aa-4f9f-a8d5-9a7d1fd922e4,corpus,6
280_248_2_HE,280,248,2,HE,56092a48-d9ba-405a-a6ea-4389006015e2,corpus,6
280_248_2_HE,280,248,2,HE,d4295745-4c76-43cd-93cb-83e01a89bb71,intermediate,6
280_248_2_HE,280,248,2,HE,6058b79d-25e8-476f-b183-7f720956d045,antrum,6
280_248_2_HE,280,248,2,HE,b656ea98-dd82-484d-b0aa-83f7f6eb93c5,corpus,6
280_248_2_HE,280,248,2,HE,5912e55b-4395-4752-8103-e54e41844d22,other,5
280_248_2_HE,280,248,2,HE,b9e8083c-3809-4503-b431-11fd884373a4,antrum,5
280_248_2_HE,280,248,2,HE,3e00d134-1664-44c5-8002-6a7ef4cd58ec,corpus,5
280_248_2_HE,280,248,2,HE,63f1487f-77f9-46cf-bf78-4c0703fab555,corpus,5
280_248_2_HE,280,248,2,HE,a11f8085-9c48-4831-921b-cd80fb601efd,intermediate,5
280_248_2_HE,280,248,2,HE,ba8fd0ea-6bc1-4972-8158-36f9e76b149d,antrum,5
280_248_2_HE,280,248,2,HE,ef987f44-8710-46a1-bae9-7469449cd606,corpus,5
280_248_2_HE,280,248,2,HE,65fff453-f43b-48e6-a6e0-5fc962a093ce,other,4
280_248_2_HE,280,248,2,HE,29718d22-9a2b-480d-83e1-cfc3e702411b,antrum,4
280_248_2_HE,280,248,2,HE,1f988e23-16d1-4756-a865-fd88d26c6963,corpus,4
280_248_2_HE,280,248,2,HE,45efea92-ee60-4ba3-b957-3e84303145ae,corpus,4
280_248_2_HE,280,248,2,HE,84b659ef-7494-41ec-808c-9cfb2f2f8dda,intermediate,4
280_248_2_HE,280,248,2,HE,c5af64ff-8c63-4ab3-95a6-6afcbf165322,antrum,4
280_248_2_HE,280,248,2,HE,e95b14c6-ec5c-4599-8640-c9f1882e5365,corpus,4
280_248_2_HE,280,248,2,HE,d348e6ab-cf84-4b90-aeac-7a1470a37d3a,other,3
280_248_2_HE,280,248,2,HE,4ca376a2-65e1-4980-87a5-87900b5dfa75,corpus,3
280_248_2_HE,280,248,2,HE,ab1d3e62-9eed-4148-91ae-4459d54ddb46,antrum,3
280_248_2_HE,280,248,2,HE,c257b9cc-7f85-477c-a85f-5e3ef08553b9,antrum,3
280_248_2_HE,280,248,2,HE,d7e143fc-2ba6-4668-81f0-a3ee5982cd78,intermediate,3
280_248_2_HE,280,248,2,HE,f44fc898-f369-4794-bdd1-06db8675a510,corpus,3
280_248_2_HE,280,248,2,HE,c0c35452-b823-4cb2-bbf6-3a4396134c65,corpus,3
280_248_2_HE,280,248,2,HE,fc922eb3-af10-4681-94b6-638482d36177,other,2
280_248_2_HE,280,248,2,HE,5f53d4ee-6971-4b87-9149-c67891b828e0,corpus,2
280_248_2_HE,280,248,2,HE,0a8210bd-1070-4bac-852d-d9980a7229cb,antrum,2
280_248_2_HE,280,248,2,HE,9ca0108c-a3eb-45a1-8497-7764eb2827d6,antrum,2
280_248_2_HE,280,248,2,HE,aa4f0eb2-5c5f-4b49-b2e9-a4ede0429cdf,intermediate,2
280_248_2_HE,280,248,2,HE,9313e6e8-92ec-4a9a-b93f-db54ed7037b5,other,1
280_248_2_HE,280,248,2,HE,60ca4be8-c26f-4931-9e02-8518020d9e89,corpus,1
280_248_2_HE,280,248,2,HE,7df1a190-5629-4d2d-9acb-2cc7fc3be27e,antrum,1
280_248_2_HE,280,248,2,HE,8133eeb6-107c-4602-bef6-c46b71f12bc5,antrum,1
280_248_2_HE,280,248,2,HE,2fe4b2f4-eacc-4752-b098-5b27e5049009,intermediate,1
280_248_2_HE,280,248,2,HE,364365c4-d433-4193-825d-f7b13f3e531f,intermediate,7
280_248_2_HE,280,248,2,HE,6b65bc1a-2941-46ec-a5b7-6d3fefc07802,antrum,6
280_248_2_HE,280,248,2,HE,be174687-3c05-40e6-a4d8-b5ed4090ea7f,corpus,2
280_248_2_HE,280,248,2,HE,158d092f-3643-488b-b812-7cebc63ac8af,corpus,2
280_248_2_HE,280,248,2,HE,f11a2478-cf58-4c4e-836d-023a13ec5d91,corpus,1
280_248_2_HE,280,248,2,HE,ec31707e-b008-4a54-863d-ca17a75d0246,corpus,1
306_256_2_MG,306,256,2,MG,e5fe88d1-61cb-4906-9217-35d18ee75d5c,antrum,4
306_256_2_MG,306,256,2,MG,f05d9e39-fba6-4e79-bb7f-cfe9d47fe281,antrum,4
306_256_2_MG,306,256,2,MG,17bd6712-2ddc-428a-bf5c-f90fe4345846,corpus,4
306_256_2_MG,306,256,2,MG,96f4b4c0-d5de-48de-a0a1-e64a343b95b1,corpus,4
306_256_2_MG,306,256,2,MG,e178364e-36d1-4158-a738-1f830f0aaed6,corpus,4
306_256_2_MG,306,256,2,MG,662fea3a-0f83-4b3b-b35f-554b63300d2c,antrum,3
306_256_2_MG,306,256,2,MG,8fb9ae9c-83a3-4644-a70d-07c079084873,antrum,3
306_256_2_MG,306,256,2,MG,5afbf4c5-d774-4741-983c-d540293a0c95,corpus,3
306_256_2_MG,306,256,2,MG,05b1c133-7044-4d8d-a0b3-bdba3cb3aafa,corpus,3
306_256_2_MG,306,256,2,MG,6379d317-6c27-4947-950b-973084389577,corpus,3
306_256_2_MG,306,256,2,MG,98346a40-36b5-4e80-aabc-0cfa0b27a851,antrum,2
306_256_2_MG,306,256,2,MG,09d72011-6ebe-4f29-bb62-99dfbb8521e0,antrum,2
306_256_2_MG,306,256,2,MG,0c6b80b6-173a-4137-9de4-706bade2c052,corpus,2
306_256_2_MG,306,256,2,MG,eb39930b-e68c-46ac-8bd5-5bf38de4332e,corpus,2
306_256_2_MG,306,256,2,MG,130869a1-d148-4c96-bcde-e683181231f1,corpus,2
306_256_2_MG,306,256,2,MG,b51709cf-9d21-4f03-8243-c78bacb2dd7a,antrum,1
306_256_2_MG,306,256,2,MG,fe7bdb81-97eb-452f-9893-832b0c470cc9,antrum,1
306_256_2_MG,306,256,2,MG,1d37329f-1018-4eeb-8806-ddf7e283d891,corpus,1
306_256_2_MG,306,256,2,MG,f10d9f44-6edd-4787-a723-b2c69b5ce2bc,corpus,1
306_256_2_MG,306,256,2,MG,0bb3cecc-4bf0-4aae-a78c-56e227955baf,corpus,1
143_117_1_HE,143,117,1,HE,532de6a6-98be-4532-b6fa-56ba06b4d94e,antrum,2
143_117_1_HE,143,117,1,HE,d6d771f4-514a-49f0-901d-a615d3df8600,antrum,2
143_117_1_HE,143,117,1,HE,339c3c66-eeb9-4860-af8b-009058064f28,antrum,4
143_117_1_HE,143,117,1,HE,90d5e8a3-acc1-4092-8255-6ba328690882,antrum,4
143_117_1_HE,143,117,1,HE,96a08822-cdee-46e2-9b29-7def67e8eba9,antrum,4
143_117_1_HE,143,117,1,HE,3087cf40-a373-4b57-ad5e-37c1cbe059bf,antrum,1
143_117_1_HE,143,117,1,HE,acb8c4bf-e336-4f92-bedb-db8fb8e9ac11,antrum,3
143_117_1_HE,143,117,1,HE,3c352bc9-3ac2-4afd-884c-659916620fe6,antrum,1
143_117_1_HE,143,117,1,HE,dda13406-25c5-4afe-9515-1f3762e1c7ae,antrum,1
143_117_1_HE,143,117,1,HE,3a11c755-5b7c-4d67-abe8-dec9601b56d0,antrum,3
143_117_1_HE,143,117,1,HE,bc8477f9-d4ac-45f5-9708-3a093dc0bf6f,antrum,2
143_117_1_HE,143,117,1,HE,f531732a-7799-4431-9b23-eaa56656bd66,antrum,3
132_106_1_HE,132,106,1,HE,11e855e2-3b4a-4b86-ba0e-23ca481e1b5d,corpus,1
132_106_1_HE,132,106,1,HE,319e65c4-b7fe-41a3-94b6-e2112367d607,corpus,1
132_106_1_HE,132,106,1,HE,748634f1-5c6b-40b4-99e4-02b27d227b78,antrum,1
132_106_1_HE,132,106,1,HE,ea98069c-b913-4295-b85c-6270867162fb,corpus,2
132_106_1_HE,132,106,1,HE,2b3b680a-fbc7-4ab4-b341-f864f36fd411,corpus,2
132_106_1_HE,132,106,1,HE,df59d958-c5d2-495c-8019-5d36f8492c65,antrum,2
132_106_1_HE,132,106,1,HE,0139b5ac-7704-4ae2-8aa7-d75e9404edc9,corpus,3
132_106_1_HE,132,106,1,HE,a8fdb9cc-ab9a-4e60-a144-b03fac87a9e7,corpus,3
132_106_1_HE,132,106,1,HE,16d65502-ce95-487c-9d6d-c0cc5665d971,antrum,3
132_106_1_HE,132,106,1,HE,3ab8a0a8-154f-4bd8-860d-c9dc828a2899,corpus,4
132_106_1_HE,132,106,1,HE,04cf0a76-5d1f-489d-9495-b2ce25768eb0,corpus,4
132_106_1_HE,132,106,1,HE,450664ea-7348-42eb-b714-2e5bec8812af,antrum,4
66_47_1_MG,66,47,1,MG,37f7150a-ff0f-4065-9ef1-2c90f2d3e960,antrum,4
66_47_1_MG,66,47,1,MG,ad90830c-11f9-46ce-90d0-e6110e1a8a6c,antrum,4
66_47_1_MG,66,47,1,MG,934cd9cc-6513-47eb-89dd-81246708cdef,antrum,3
66_47_1_MG,66,47,1,MG,80d718f8-4bec-437f-9c78-119ba8384f71,antrum,3
66_47_1_MG,66,47,1,MG,c923e204-aed9-4c6a-9d44-95355111b7a2,antrum,2
66_47_1_MG,66,47,1,MG,f8959626-ab70-43fd-83f0-d96b384777ac,antrum,2
66_47_1_MG,66,47,1,MG,79c1e506-423a-45fc-a8ca-9b62d38b2c28,antrum,1
66_47_1_MG,66,47,1,MG,2a40526e-bc36-484a-a8b6-8e85a76939a8,antrum,1
343_269_2_HE,343,269,2,HE,213ef69b-4703-4488-820a-2ef03afb53a2,corpus,3
343_269_2_HE,343,269,2,HE,ad0c0e45-6d45-4184-8100-36da29d1e2e1,intermediate,3
343_269_2_HE,343,269,2,HE,2e0d712e-6028-4868-9c29-addd0e306148,corpus,3
343_269_2_HE,343,269,2,HE,215a8429-9af7-4be5-b1eb-086161891d86,corpus,2
343_269_2_HE,343,269,2,HE,bd5826db-7bda-4094-80ed-7e0791b2edbb,intermediate,2
343_269_2_HE,343,269,2,HE,c917efd5-17a9-4179-a502-018f25cfb6c8,corpus,2
